full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Passakorn Sittikrai,Thailand,,4200,,,
Mohammed Al Saqer,Bahrain,,4201,,,
Adel Abul,Kuwait,,4202,,,
Majed Dhaif,Bahrain,,4204,,,
Ali Alnaar,Bahrain,,4206,,,
Aziz Alhalwaki,Bahrain,,4207,,,
Muetaz Sabrih,Libya,,4210,,,
Khalil Busaif,Bahrain,,4211,,,
Jarullah Alajmi,Kuwait,,4212,,,
Mohammed Ajlan,Bahrain,,4213,,,
Ashoor Mohammed,Bahrain,,4214,,,
Munther Albasri,Bahrain,,4215,,,
Ammar Taqi,Kuwait,,4216,,,
Hatem Mazeg,Libya,,4217,,,
Hamad Alali,Bahrain,,4218,,,
Meqdad Taqi,Kuwait,,4219,,,
Younis Saqer,Bahrain,,4222,,,
Mina Awad,Egypt,,4223,,,
Hamid Dhaif,Bahrain,,4224,,,
Ahmed Alhayki,Bahrain,,4225,,,
Mosap Almontaser,Libya,,4226,,,
Ebrahim Alsaadi,Bahrain,,4227,,,
Abdulla Mejairan,Bahrain,,4228,,,
Ibrahim Adel,Iraq,,4229,,,
