full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Wang Yuhang,China,,4613,,,
Zou Pengfei,China,,4627,,,
Alex Currid,Ireland,,4651,,,
Delete Me,Unknown,,4653,,,
John Bennett,Scotland,,4654,,,
Sven-Goran Maier,Croatia,,4655,,,
Nassim Sekat,Norway,,4656,,,
Murat Özsara,Turkey,,4657,,,
Adil Bilbil,Turkey,,4658,,,
Ishak Sivil,Turkey,,4659,,,
Jean-Marc Beauchamp,France,,4660,,,
Jovan Todorovic,Serbia,,4661,,,
Gregory Kopec,France,,4662,,,
Ugur Bilbil,Turkey,,4663,,,
Mustafa Yildiz,Turkey,,4664,,,
Robin Tønnesen,Denmark,,4665,,,
Marios Vasileiou,Cyprus,,4666,,,
