full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Abdul Mutalieb Allie,South Africa,,3719,,,
Yang Jianyn,China,,3727,,,
Simon Bubb,England,,3739,,,
Raymond Grall,England,,3740,,,
Nikita Bazilevics,Latvia,,3741,,,
Brandon Garside,England,,3742,,,
Nirmal Bogati,Nepal,,3744,,,
Lou Ming,China,,3745,,,
Vladimir Potazsnyk,Australia,,3747,,,
Andy Norman,England,,3760,,,
Pavel Stoyanov,Bulgaria,,3761,,,
Maksim Kostov,Bulgaria,,3762,,,
Abdulla Almansoori,United Arab Emirates,,3763,,,
Abdulnoor Alkhoori,United Arab Emirates,,3764,,,
Abdulrahim Alkhoori,United Arab Emirates,,3765,,,
Abdulrahman Alshamsi,United Arab Emirates,,3766,,,
Ahmed Alzaabi,United Arab Emirates,,3768,,,
Ali Al-Ameri,United Arab Emirates,,3769,,,
Ali Albahadra,United Arab Emirates,,3770,,,
Fahad Alhmoumi,United Arab Emirates,,3772,,,
Khaled Yeslam,United Arab Emirates,,3773,,,
Khalifa Almhari,United Arab Emirates,,3775,,,
Rashed Alshekaili,United Arab Emirates,,3777,,,
Yahya Alsuwaidi,United Arab Emirates,,3778,,,
Abdulrahman Alaqouri,Libya,,3779,,,
Ahmed Bashir,Oman,,3780,,,
Hossam Elrifaei,Egypt,,3782,,,
Khaled Alazzouni,Jordan,,3783,,,
Malik Altaeb,Libya,,3784,,,
Moa'ath Almajali,Jordan,,3785,,,
Mohamed Hany Ahmed,Egypt,,3786,,,
Yazan Alhaddad,Syria,,3788,,,
Rami Alhssoumi,Libya,,3789,,,
Ali Nasir,Iraq,,3790,,,
Ali Ali,Iraq,,3791,,,
Meataz Salim,Libya,,3792,,,
Hatim Maziq,Libya,,3794,,,
Oudi Rasool,Iraq,,3795,,,
