full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Majid Hassan Randhawa,United States,,4500,,,
Solomon Andrew Oehlson,United States,,4504,,,
Ahmed A Mirza,United States,,4507,,,
Savelii Nikitin,Ukraine,,4508,,,
Philipp Koch,Austria,,4509,,,
Moritz Rusch,Germany,,4510,,,
Victor Sitko,Armenia,,4511,,,
Artem Tseluiko,Ukraine,,4512,,,
Borys Nikitin,Ukraine,,4513,,,
Hubert Micherdzinski,Poland,,4514,,,
Jay He,United States,,4515,,,
Zia Sheik,United States,,4516,,,
Mustafa Qasemi,United States,,4517,,,
Dardan Haziri,Switzerland,,4518,,,
Soufiane El Jouhri,Morocco,,4519,,,
Jan Vandenbon,Belgium,,4520,,,
Ian De Vos,Belgium,,4521,,,
Youssef Idrissi al sidi aissa,Morocco,,4524,,,
Bo Hu,United States,,4528,,,
Dev Rana,Canada,,4529,,,
Phil Snache,Canada,,4530,,,
Siawoosh Wared,Canada,,4531,,,
Lazim Loubna,Morocco,,4532,,,
Soukaina Alouane,Morocco,,4533,,,
Yasmine Eythrib,Morocco,,4534,,,
Boutaina Belhachmi,Morocco,,4535,,,
