full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Simon Haggerty,Scotland,,3502,,,
Kieran McAlinden,Northern Ireland,,3506,,,
Alan Peacock,England,,3508,,,
Mark Pugh,England,,3513,,,
Suzanne Hart,New Zealand,,3516,,,
Krystal Aw,Australia,,3517,,,
Lau Yuk Fan,Hong Kong,,3518,,,
Kathy Blunden,Australia,,3519,,,
Jia Shuangyu,China,,3520,,,
Aanya Patel,India,,3521,,,
Belinda Dinga,Australia,,3522,,,
Olivier Pechenart,Belgium,,3523,,,
Andrejs Pripjoks,Latvia,,3527,,,
Andreas Heidt,Germany,,3530,,,
Nicolas Rimbot,France,,3531,,,
Kalin Stefanov,Bulgaria,,3532,,,
Jimmy Gratton,England,,3535,,,
Jakub Chromy,Poland,,3536,,,
Deepakh Bala,New Zealand,,3537,,,
Lawrence Seinafo,New Zealand,,3539,,,
Dave Witehira,New Zealand,,3540,,,
Paul Bason,New Zealand,,3541,,,
Michael Davis,New Zealand,,3542,,,
Ben Kleeman,Australia,,3544,,,
Connor Ye,China,,3545,,,
Owen Wang,Australia,,3546,,,
John Huynh,Australia,,3547,,,
Craig Turner,Australia,,3548,,,
David Liu,Australia,,3549,,,
Fowad Masood,Australia,,3550,,,
George Neradilek,Australia,,3551,,,
Vinh Tran,Australia,,3552,,,
Ehsan Chedid,Australia,,3553,,,
Ernie Hill,Australia,,3554,,,
Lupeni Kula,Australia,,3555,,,
Andrew Samarjia,Australia,,3556,,,
Nick Waymouth,Australia,,3557,,,
Faramarz Sharifi,Australia,,3558,,,
Dennis Paul,Australia,,3560,,,
Michael Boyne,Australia,,3561,,,
Gareth Hampson,Australia,,3562,,,
Alec Spyrou,Australia,,3563,,,
Kevin Brest,Australia,,3564,,,
Frank Mezzasalma,Australia,,3565,,,
Tom Cloos,Australia,,3566,,,
Anh Vu,Australia,,3567,,,
Billy Shum,Australia,,3568,,,
Rahul Joshi,Australia,,3569,,,
Leigh Senko,Australia,,3570,,,
Craig Russ,Australia,,3571,,,
David Wright,Australia,,3572,,,
Nathan White,Australia,,3573,,,
Luke Hough,Australia,,3574,,,
Terry Emmett,Australia,,3575,,,
David Waller,Australia,,3576,,,
Jarrod Nunn,Australia,,3577,,,
Ben Gordon,Australia,,3579,,,
Michael Sharp,Australia,,3580,,,
Nuri Hassim,Australia,,3581,,,
Peter Bloomfield,Australia,,3582,,,
Alan McCarthy,Australia,,3583,,,
Glen Wilkinson,Australia,,3584,,,
Mark Harper,Australia,,3585,,,
Alex Pace,Australia,,3586,,,
Darrin van Duin,Australia,,3587,,,
Mohammad Shahmaleki,Australia,,3588,,,
Ray Thompson,Australia,,3589,,,
Sanskar .,India,,3590,,,
Peter Quinlivan,Australia,,3591,,,
Jason Perry,Australia,,3592,,,
Muhammad Umair,Australia,,3593,,,
Tony Davies,Australia,,3594,,,
Joe Caccamo,Australia,,3595,,,
Mario Laus,Australia,,3596,,,
Greg McCarthy,Australia,,3597,,,
Nathan Karam,Australia,,3598,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,3599,,,
