full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2100,,,
Hesham Abdelhmed,Egypt,,2102,,,
Christina Schneider,Germany,,2106,,,
Elena Kurbakova,Israel,,2108,,,
Idit Bnaya,Israel,,2110,,,
Ingird Kuna,Germany,,2113,,,
Ramona Kirchner,Germany,,2120,,,
Sharon Kaur,England,,2123,,,
Steffi Henze,Germany,,2126,,,
Suzie Terry,England,,2127,,,
Vicky Shirley,England,,2128,,,
Lily Dobson,England,,2135,,,
Chloe White,England,,2136,,,
Shannon Metcalf,England,,2140,,,
Aimee Benn,England,,2141,,,
Maureen Rowland,England,,2142,,,
Stephanie Daughtery,England,,2145,,,
Elizabeth Black,England,,2146,,,
Chrissy Allwood,England,,2147,,,
Toh Jia Wen Regina,Singapore,,2149,,,
David Alcaide Bermudez,Spain,,2150,,,
Andrew Olivero,Gibraltar,,2151,,,
Nader Al Dosari,Qatar,,2152,,,
James Budd,England,,2153,,,
Mike Collins,England,,2154,,,
Nev Graham,England,,2158,,,
Francisco Sanchez Ruiz,Spain,,2159,,,
Boris Lazarkov,Bulgaria,,2162,,,
Kaif Shazad,England,,2165,,,
Jasmine Bolsover,England,,2167,,,
Dannie Findlay,England,,2168,,,
Emma Parker,England,,2169,,,
Ho Yee Ki,Hong Kong,,2171,,,
Neelam Mittal,India,,2173,,,
Neeta Kothari,India,,2174,,,
Tan Hui Ming Jessica,Singapore,,2179,,,
Lin Meimei,Singapore,,2180,,,
Tan Bee Yen,Singapore,,2181,,,
Aiden Owens,England,,2183,,,
Stefan Risidi,England,,2186,,,
Paul Anthony Taylor,England,,2187,,,
Danny Gladstone,England,,2189,,,
Mohammed Ali,Bahrain,,2190,,,
Dean Galbally,England,,2193,,,
Abu Saim,India,,2194,,,
Roshan Mirchandani,India,,2198,,,
Russell Morgan,England,,2199,,,
