full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1742,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1743,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1744,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1746,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1750,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1754,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1755,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1761,,,
China 1 (2015),China,,1765,,,
Norway (2015),Norway,,1766,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1767,,,
Chan Keng Kwang,Singapore,,1768,,,
Singapore (2015),Singapore,,1769,,,
India (2015),India,,1770,,,
Malta (2015),Malta,,1771,,,
Austria (2015),Austria,,1772,,,
Malaysia (2015),Malaysia,,1773,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1774,,,
Iran (2015),Iran,,1775,,,
Qatar (2015),Qatar,,1776,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,1777,,,
China 2 (2015),China,,1779,,,
Hong Kong (2015),Hong Kong,,1780,,,
Scotland (2015),Scotland,,1781,,,
Brazil (2015),Brazil,,1784,,,
Belgium (2015),Belgium,,1785,,,
Australia (2015),Australia,,1786,,,
Wales (2015),Wales,,1787,,,
Pakistan (2015),Pakistan,,1788,,,
Poland (2015),Poland,,1789,,,
Northern Ireland (2015),Northern Ireland,,1790,,,
England (2015),England,,1791,,,
Ireland (2015),Ireland,,1792,,,
Thailand (2015),Thailand,,1793,,,
United Arab Emirates (2015),United Arab Emirates,,1796,,,
Germany (2015),Germany,,1797,,,
