full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Altangerel Bolortuya,Mongolia,,4126,,,
Bai Yaru,China,,4127,,,
Chai Wai Iam,Hong Kong,,4128,,,
Deng Xinshun,China,,4130,,,
Erdenetugs Dash,Mongolia,,4131,,,
He Danni,China,,4133,,,
Li Bihan,China,,4135,,,
Liu Weiyilu,China,,4136,,,
Liu Ziling,China,,4137,,,
Mo Tiantian,China,,4138,,,
Otgonbayar Jigden,Mongolia,,4140,,,
Urantuul Tsolmon,Mongolia,,4141,,,
Shiu Wing Man,Hong Kong,,4142,,,
Xia Yuying,China,,4143,,,
Yang Meng,China,,4144,,,
Ho Yee Ki,Hong Kong,,4145,,,
Zolboo Unurbayar,Mongolia,,4146,,,
