full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Ali Albahadra,United Arab Emirates,,4327,,,
ZZZ Delete me,Unknown,,4332,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4337,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4341,,,
K C Sangam,Australia,,4350,,,
Paul Balzer,Australia,,4352,,,
Roger Dalitz,Australia,,4353,,,
John Wells,Australia,,4354,,,
Ian Barber,Australia,,4355,,,
Rob Bydeveldt,Australia,,4356,,,
Travis McCleary,Australia,,4357,,,
George Huang,Australia,,4358,,,
Daniel Hedley,Australia,,4359,,,
Mia Macheda,Australia,,4360,,,
Max Handley,Australia,,4361,,,
Steven Bean,Australia,,4362,,,
Peter Hubbard,Australia,,4363,,,
Sumit Kapoor,Australia,,4364,,,
Luca Macheda,Australia,,4365,,,
Babin Naga,Australia,,4366,,,
Neil Hartles,Australia,,4367,,,
Leonard Hills,Australia,,4368,,,
Justin Sajich,Australia,,4369,,,
Paul Pollard,Australia,,4370,,,
Luke Cody,Australia,,4371,,,
Joe Sacco,Australia,,4372,,,
Chris Falla,Australia,,4373,,,
Petrus Humme,Australia,,4374,,,
Sam Cuschieri,Australia,,4375,,,
John Raczkowski,Australia,,4376,,,
Syed H Mosavi,Australia,,4377,,,
Robin Beggs,Australia,,4378,,,
Marc Bullen,Australia,,4379,,,
Steve Cain,Australia,,4381,,,
Pushpinder Brar,Australia,,4382,,,
Brendan Taylor,Australia,,4383,,,
Ali Daryab Shafayi,Australia,,4384,,,
John Walmsley,Australia,,4385,,,
Tex Adams-Wilcox,Australia,,4386,,,
Hugh Hamilton,Australia,,4387,,,
Adriam Hung,Australia,,4388,,,
Philip Vassallo,Australia,,4389,,,
Gary Nunn,Australia,,4390,,,
Amol Abdagiri,Australia,,4391,,,
Jason Magee,Australia,,4392,,,
Kushal kumar Tamang,Nepal,,4393,,,
Oliver Spooner,England,,4394,,,
Markus Ernicke,Germany,,4395,,,
