full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Nick Jansen,Belgium,2000-01-08,3042,nick-jansen,,
Amedeo Durnez,Belgium,2000-01-18,1838,amedeo-durnez,,
Chang Yu Kiu,Hong Kong,2000-01-18,1479,yu-kiu-chang,,
Jack Harris,England,2000-01-20,2489,,,
Luo Honghao,China,2000-01-31,1237,luo-honghao,,
Umut Dikme,Germany,2000-02-03,2249,,,
Pang Junxu,China,2000-02-15,1257,pang-junxu,,
Yan Bingtao,China,2000-02-16,1260,yan-bingtao,,
Elliott Weston,England,2000-03-09,2480,,,
Fergal Quinn,Northern Ireland,2000-03-11,2317,,,
Ronan Whyte,Ireland,2000-03-13,2337,,,
Haris Tahir,Pakistan,2000-04-09,2931,haris-tahir,,
Marcos Dayao,England,2000-04-19,3001,,,
Riley Parsons,England,2000-05-05,2479,riley-parsons,,
Lewis Parnham,England,2000-05-17,2478,,,
Yuan Sijun,China,2000-05-29,1108,yuan-sijun,,
Chae Ross,England,2000-05-30,2204,,,
Clementine Jingxian Yang,China,2000-06-13,3135,,,
Sean McAllister,England,2000-06-21,2156,,,
Niel Vincent,France,2000-07-04,1848,niel-vincent,,
Ales Herout,Czech Republic,2000-07-10,1842,ales-herout,,
Aristos Pampouris,England,2000-07-15,2996,aristos-pampouris,,
He Guoqiang,China,2000-08-05,1383,he-guoqiang,,
Arturs Kengis,Latvia,2000-08-15,3121,arturs-kengis,,
Adam Stacey,England,2000-09-20,2998,,,
Denis Sokolov,Estonia,2000-09-23,4038,denis-sokolov,,
Abdul Javed,Pakistan,2000-10-06,2894,,,
Alfie Davies,Wales,2000-10-09,2803,alfie-davies,,
Keishin Kamihashi,Japan,2000-12-29,1803,keishin-kamihashi,,
Callum Beresford,England,2001-01-01,2392,callum-beresford,,
Muhammad Naseem Akhtar,Pakistan,2001-01-07,2905,muhammad-naseem-akhtar,,
Conor Caniff,Wales,2001-01-23,2393,conor-caniff,,
Fan Zhengyi,China,2001-01-27,1417,fan-zhengyi,,
Brad Ferguson,Wales,2001-02-03,3024,brad-ferguson,,
Jenson Kendrick,England,2001-02-03,2030,jenson-kendrick,,
Luo Zetao,China,2001-02-14,2379,,,
Hayden Staniland,England,2001-02-15,2747,,,
Ryan Roberts,England,2001-02-23,2760,ryan-roberts,,
Dylan Emery,Wales,2001-03-31,2320,dylan-emery,,
Hamim Hussain,England,2001-04-11,2074,,,
Sybren Sokolowski,Belgium,2001-04-22,1006,sybren-sokolowski,,
Liang Xiaolong,China,2001-05-12,2610,,,
Liang Xiaolong,China,2001-05-12,4169,,,
Alex Clenshaw,England,2001-06-20,2722,,,
Taras Ulianchenko,Ukraine,2001-07-03,3524,,,
Ross Bulman,Ireland,2001-07-05,2352,,,
Luke Pinches,England,2001-08-07,2081,,,
Jackson Page,Wales,2001-08-08,2166,jackson-page,,
Anthony Wall,England,2001-10-11,3118,anthony-wall,,
Peng Yisong,China,2001-11-13,2620,yisong-peng,,
Florian Nüßle,Austria,2001-12-18,1835,florian-nusle,,
Dean Young,Scotland,2002-01-07,2499,dean-young,,
Elias Martin-Beris,England,2002-01-29,2856,elias-martin-beris,,
Connor Benzey,England,2002-02-13,2746,connor-benzey,,
Aaron Hill,Ireland,2002-02-28,2470,aaron-hill,,
Halim Hussain,England,2002-03-23,2275,halim-hussain,,
Bradley Cowdroy,England,2002-04-05,2748,bradley-cowdroy,,
Sean Maddocks,England,2002-04-10,2340,sean-maddocks,,
Bai Langning,China,2002-04-17,1595,bai-langning,,
Kayden Brierley,England,2002-04-24,2483,,,
Ryan Davies,England,2002-04-29,2378,ryan-davies,,
Lewis Ullah,England,2002-05-10,2363,,,
Anupama Ramachandran,India,2002-05-19,3085,,,
Ploychompoo Laokiatphong,Thailand,2002-05-23,2411,,,
Luis Vetter,Switzerland,2002-06-29,2253,,,
Nicolas Mortreux,France,2002-07-08,2977,nicolas-mortreux,,
Si Jiahui,China,2002-07-11,1982,si-jiahui,,
Joshua Mallender,England,2002-07-16,2451,,,
Chang Bingyu,China,2002-08-08,1981,chang-bingyu,,
Kreishh Gurbaxani,India,2002-08-23,2497,,,
Umar Khan,Pakistan,2002-08-26,2899,,,
Wiphu Phuthisabodi,Thailand,2002-08-31,2718,wiphu-phuthisabodi,,
Lee Whaley,England,2002-09-22,3887,lee-whaley,,
Deng Haohui,China,2002-10-13,2628,,,
