full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Sean O'Neill,Unknown,,3201,,,
David Hall,England,,3203,,,
Luke Fisher,England,,3205,,,
Ian Sargeant,Wales,,3207,,,
Paul Sweeny,England,,3208,,,
Matthew Farrant,Wales,,3215,,,
Peter Roscoe,Unknown,,3216,,,
Peter Roscoe,Wales,,3217,,,
John Read,England,,3222,,,
Gillian Hayes,Scotland,,3227,,,
Ryan Michael,England,,3230,,,
Edward Davies,Wales,,3231,,,
Sunit Vaswani,England,,3232,,,
Ian Hurdman,England,,3233,,,
Jason Wallace,England,,3234,,,
Steve Lemmens,Belgium,,3235,,,
Matthew Street,England,,3237,,,
Charoen Phorat,Thailand,,3238,,,
Craig Harrison,England,,3239,,,
Craig Roper,England,,3240,,,
Wayne Saidler,England,,3241,,,
Mark Bennett,England,,3242,,,
Patrick Delsemme,Belgium,,3244,,,
Gareth Chilcott,Wales,,3245,,,
Jason Barton,England,,3246,,,
Barry Mapstone,England,,3249,,,
Matt Wilson,England,,3250,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,3251,,,
Somporn Kathawung,Thailand,,3252,,,
Stephen O'Connor,Ireland,,3254,,,
Leigh Griffin,England,,3256,,,
Mark Fenton,Wales,,3257,,,
Malcolm Bilclough,England,,3259,,,
Steve Harrison,England,,3262,,,
Mike Henson,Germany,,3268,,,
Geoff Dunn,Scotland,,3270,,,
Avtar Sohanpal,England,,3271,,,
Sam Chong,Malaysia,,3272,,,
John Giles,England,,3273,,,
Keith Boon,Singapore,,3274,,,
John Burns,England,,3275,,,
Paul Clarke,England,,3276,,,
Karl Payne,England,,3280,,,
Michael O'Sullivan,England,,3282,,,
Neal Tomkins,England,,3283,,,
Dylan Leary,Northern Ireland,,3284,,,
Scott Cooney,England,,3285,,,
Justin Buckingham,England,,3287,,,
Andrew Cairns,,,3289,,,
Ryan Mitchell,England,,3290,,,
Christopher McGee,England,,3291,,,
Simon Parker,England,,3293,,,
Steve Day,England,,3294,,,
David Coles,England,,3295,,,
Jamie Woodman,,,3296,,,
