full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
China 1 (2019),China,,2508,,,
Wales (2019),Wales,,2509,,,
Scotland (2019),Scotland,,2510,,,
Northern Ireland (2019),Northern Ireland,,2511,,,
England (2019),England,,2512,,,
Belgium (2019),Belgium,,2513,,,
China 2 (2019),China,,2514,,,
Thailand (2019),Thailand,,2515,,,
Iran (2019),Iran,,2516,,,
Ireland (2019),Ireland,,2517,,,
Malaysia (2019),Malaysia,,2518,,,
Poland (2019),Poland,,2519,,,
Israel (2019),Israel,,2520,,,
Cyprus (2019),Cyprus,,2521,,,
Norway (2019),Norway,,2522,,,
Hong Kong (2019),Hong Kong,,2523,,,
Germany (2019),Germany,,2524,,,
Australia (2019),Australia,,2525,,,
Saudi Arabia (2019),Saudi Arabia,,2526,,,
Just a moment...,,,2527,,,
Just a moment...,,,2528,,,
Just a moment...,,,2529,,,
Just a moment...,,,2530,,,
Just a moment...,,,2531,,,
Just a moment...,,,2532,,,
Just a moment...,,,2533,,,
Just a moment...,,,2534,,,
Just a moment...,,,2535,,,
Just a moment...,,,2536,,,
Just a moment...,,,2537,,,
Just a moment...,,,2538,,,
Just a moment...,,,2539,,,
Just a moment...,,,2540,,,
Just a moment...,,,2541,,,
Just a moment...,,,2542,,,
Just a moment...,,,2543,,,
Just a moment...,,,2544,,,
Just a moment...,,,2545,,,
Just a moment...,,,2546,,,
Just a moment...,,,2547,,,
Just a moment...,,,2548,,,
Just a moment...,,,2549,,,
Just a moment...,,,2550,,,
Just a moment...,,,2551,,,
Just a moment...,,,2552,,,
Just a moment...,,,2553,,,
Just a moment...,,,2554,,,
Just a moment...,,,2555,,,
Just a moment...,,,2556,,,
Just a moment...,,,2557,,,
Just a moment...,,,2558,,,
Just a moment...,,,2559,,,
Just a moment...,,,2560,,,
Just a moment...,,,2561,,,
Just a moment...,,,2562,,,
Just a moment...,,,2563,,,
Just a moment...,,,2564,,,
Just a moment...,,,2565,,,
Just a moment...,,,2566,,,
Just a moment...,,,2567,,,
Just a moment...,,,2568,,,
Just a moment...,,,2569,,,
Just a moment...,,,2570,,,
India 1 (f) (2019),India,,2571,,,
India 2 (f) (2019),India,,2572,,,
Japan (f) (2019),Japan,,2573,,,
Iran (f) (2019),Iran,,2574,,,
Rest of The World (2019),Rest of The World,,2575,,,
Chen Gang,China,,2576,,,
Shuaib Safiullah,Saudi Arabia,,2577,,,
Sean King,Ireland,,2578,,,
Mohammed Abdel Kader,Egypt,,2579,,,
Tey Choon Kiat Bernard,Singapore,,2580,,,
Jakob Pfeifer,Germany,,2581,,,
Cao Jin,China,,2585,,,
Kim Clarke,England,,2586,,,
Jodie Lockett,England,,2587,,,
Charlee Blair McDonough,England,,2588,,,
Hind Bennani,Morocco,,2589,,,
Mariia Shevchenko,Russia,,2590,,,
Emma Brown,England,,2591,,,
Nat Howard,England,,2592,,,
Annette Lord,England,,2594,,,
Joey Tohme,Australia,,2596,,,
Xuejun Alice Wu,China,,2597,,,
Taylor Meyer,Australia,,2598,,,
Louise Kerr,Australia,,2599,,,
