full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Georg Schoder,Germany,,2403,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2404,,,
Paul Thompson,England,,2405,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2406,,,
Christian Oehmicke,Germany,,2407,,,
Guo Hua,China,,2408,,,
Michelle Baker,England,,2409,,,
Kate Longworth,England,,2410,,,
Frances Eames Noland,United States,,2412,,,
Jessica Connolly,England,,2413,,,
Melissa Eens,Belgium,,2414,,,
Debbie Anthonissen,Netherlands,,2415,,,
Hannah Graaf,Netherlands,,2416,,,
Tanya O'Neill,Ireland,,2417,,,
Caty Dehaene,Belgium,,2418,,,
Joe Perry & Zhang Anda,Unknown,,2419,,,
Zhou Yuelong & Zhao Xintong,Unknown,,2420,,,
"Team B (BH, RD, ZY & ZX) (2018)",Mixed,,2421,,,
"Team A (MW, MF, JP & ZA) (2018)",Mixed,,2422,,,
Lou Lou Siharath,Australia,,2423,,,
Lee Castledine,Australia,,2424,,,
Samara Jarvie,Australia,,2425,,,
Janine Rollings,Australia,,2426,,,
Linda Larrea,Australia,,2427,,,
Monica Brettle,Australia,,2428,,,
Jadzia Nicholson,Australia,,2429,,,
Kerrie Spindler,Australia,,2430,,,
Dianne Spring,Australia,,2431,,,
Carlie Tait,Australia,,2432,,,
Kylie Bellinger,Australia,,2433,,,
Kathy Parashis,Australia,,2434,,,
Bugsie Cothier,England,,2435,,,
Louise Burton,England,,2436,,,
Zoe Killington,England,,2437,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2440,,,
Veerle Vermeulen,Belgium,,2442,,,
Milenka Vansteenkiste,Belgium,,2443,,,
Jane O'Neill,England,,2444,,,
Carine Caron,Belgium,,2445,,,
Nicole Derycke,Belgium,,2446,,,
Vanessa Vermeulen,Belgium,,2447,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2452,,,
Yassine Zaraoni,Morocco,,2457,,,
Aymn Alamri,Saudi Arabia,,2459,,,
Daniel Bagley,England,,2460,,,
Elfed Evans,Wales,,2461,,,
Jonathan Noble,England,,2462,,,
Jack Moore,England,,2463,,,
Umar Younis,England,,2464,,,
Adrian Holmes,Gibraltar,,2465,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2467,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2471,,,
Joanne Harding,England,,2473,,,
Shi Chunxia,China,,2474,,,
Fran Calvert,England,,2475,,,
Jan Hughes,England,,2476,,,
Bi Zhuqing,China,,2477,,,
