full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
E Pandurangaiah,India,,2300,,,
Wild Card Player,Unknown,,2301,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2302,,,
Krizzler Cree,England,,2303,,,
Yvette Greenway,England,,2304,,,
Jodie Allen,England,,2305,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2306,,,
Jackie Ellis,England,,2307,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2308,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2309,,,
Paul McLeod,England,,2311,,,
Paul Gibbs,England,,2312,,,
Andrew Mincher,England,,2313,,,
Liam Golt,Gibraltar,,2315,,,
Kevin Kelly,Ireland,,2316,,,
Adam Ashley,England,,2318,,,
Mohammed Mohsin Shariff,India,,2319,,,
Blythe Reeve,Gibraltar,,2321,,,
Gareth Lopez,Gibraltar,,2322,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2323,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2324,,,
Connie Stephens,England,,2325,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2326,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2329,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2330,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2333,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2343,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2344,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2349,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2353,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,2355,,,
Cheung Yee Ting,Hong Kong,,2369,,,
Fatima Gusso Rigoni,Brazil,,2372,,,
Luo Zehao,China,,2379,,,
Bartosz Utkowski,Poland,,2381,,,
Achim Belzl,Germany,,2382,,,
Sompol Saetang,Thailand,,2384,,,
Jan Matejicek,Czech Republic,,2386,,,
David Elahi,Germany,,2387,,,
Nirek Kaltenborn,Germany,,2388,,,
Davut Dikme,Germany,,2389,,,
John Nicholson,England,,2390,,,
Jan Chren,Czech Republic,,2394,,,
Dale Prime,England,,2395,,,
Karam Fatima,Syria,,2397,,,
