full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Zhang Xiao,China,,4937,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4951,,,
Rayan Menechini,Brazil,,4953,,,
Rafael Polidoro,Brazil,,4954,,,
Paulo Aisu,Brazil,,4955,,,
Pablo Lozov,Brazil,,4956,,,
Anderson Simoni,Brazil,,4957,,,
Eden Camargo,Brazil,,4958,,,
Sandro Monteiro,Brazil,,4959,,,
Dal Pont,Brazil,,4960,,,
Jack O'Brien,Ireland,,4961,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4962,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4963,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4964,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4965,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4966,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4967,,,
