full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Wales (2011),Wales,,560,,,
Egypt (2011),Egypt,,561,,,
England (2011),England,,562,,,
Scotland (2011),Scotland,,563,,,
China (2011),China,,564,,,
Australia (2011),Australia,,565,,,
Northern Ireland (2011),Northern Ireland,,566,,,
Hong Kong (2011),Hong Kong,,567,,,
Ireland (2011),Ireland,,568,,,
Thailand 1 (2011),Thailand,,569,,,
Thailand 2 (2011),Thailand,,570,,,
Germany (2011),Germany,,571,,,
Brazil (2011),Brazil,,572,,,
Belgium (2011),Belgium,,573,,,
Pakistan (2011),Pakistan,,574,,,
India (2011),India,,575,,,
Afghanistan (2011),Afghanistan,,576,,,
United Arab Emirates (2011),United Arab Emirates,,577,,,
Poland (2011),Poland,,578,,,
Malta (2011),Malta,,579,,,
