full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Jim Bear,Canada,1940-01-21,3757,jim-bear,,
Perrie Mans,South Africa,1940-10-14,3728,perrie-mans,,
Graham Miles,England,1941-05-11,3696,graham-miles,,
Doug Mountjoy,Wales,1942-06-08,806,doug-mountjoy,,
Mike Watterson,England,1942-08-26,3758,mike-watterson,,
Ian Barry Stark,England,1942-11-07,480,ian-barry-stark,,
Paddy Morgan,Northern Ireland,1943-01-07,3753,paddy-morgan,,
Paul Thornley,Canada,1944-04-15,3752,paul-thornley,,
Bernd Strnad,Germany,1944-07-07,248,bernd-strnad,,
Mick Fisher,England,1944-07-12,3732,mick-fisher,,
Mick Fisher,England,1944-07-12,3754,mick-fisher,,
John Bear,Canada,1944-08-08,3735,john-bear,,
Paul Medati,England,1944-11-14,3512,,,
Bill Kelly,Ireland,1945-05-01,485,billy-kelly,,
Billy Kelly,Ireland,1945-05-01,3751,billy-kelly,,
Colin Roscoe,Wales,1945-06-30,3486,,,
Vic Harris,England,1945-08-16,3697,vic-harris,,
John Virgo,England,1946-03-04,3484,,,
Silvino Francisco,South Africa,1946-05-03,2879,,,
Jim Donnelly,Scotland,1946-06-13,3708,jim-donnelly,,
Jim Donnelly,Scotland,1946-06-13,3736,jim-donnelly,,
David Greaves,England,1946-09-01,3698,david-greaves,,
Jim Meadowcroft,England,1946-12-15,3733,mick-fisher,,
Jim Meadowcroft,England,1946-12-15,3734,mick-fisher,,
David Grimwood,England,1947-01-03,3471,,,
Bill Werbeniuk,Canada,1947-01-14,3509,,,
Murdo MacLeod,Scotland,1947-01-14,712,murdo-macleod,,
Mike Massey,United States,1947-04-09,3446,mike-massey,,
Terry Griffiths,Wales,1947-10-16,2877,,,
Cliff Thorburn,Canada,1948-01-16,470,cliff-thorburn,,
Dave Martin,England,1948-05-09,3504,,,
Malcolm Bradley,England,1948-07-08,3496,,,
Steve Longworth,England,1948-07-27,3474,,,
Roger Bales,England,1948-08-15,3507,,,
Derek Heaton,England,1948-09-27,3709,derek-heaton,,
Dennis Taylor,Northern Ireland,1949-01-19,468,dennis-taylor,,
Alex Higgins,Northern Ireland,1949-03-18,2878,,,
Dessie Sheehan,Ireland,1949-09-03,594,dessie-sheehan,,
