full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Mehran Maneshgar,Iran,1990-01-16,2889,mehran-maneshgar,,
Ismail Türker,Turkey,1990-02-05,1394,ismail-t252rker,,
Denis Grabe,Estonia,1990-02-22,4036,denis-grabe,,
Michael Wasley,England,1990-02-23,34,michael-wasley,,
Dale Prime,England,1990-02-25,2395,dale-prime,,
Mohamed Ibrahim,Egypt,1990-03-03,974,mohamed-ibrahim,,
Guan Zhen,China,1990-03-07,967,guan-zhen,,
Tom Pendlebury,England,1990-03-28,2503,,,
Sydney Wilson,England,1990-04-06,523,sydney-wilson,,
Stuart Carrington,England,1990-05-14,128,stuart-carrington,,
Liu Chuang,China,1990-06-06,43,lyu-chuang,,
Greg Casey,Ireland,1990-06-23,784,greg-casey,,
Craig Farrar,England,1990-07-01,2506,,,
Jamie Tudor,Wales,1990-07-02,2774,jamie-tudor,,
Gareth Green,England,1990-07-16,77,gareth-green,,
Jordan Shepherd,England,1990-07-24,2801,,,
Labeeb Ahmed,England,1990-07-25,2069,,,
Julian Matthias,Germany,1990-07-25,3529,,,
Hu Hao,China,1990-08-05,1102,hu-hao,,
Scott Bell,England,1990-08-08,663,scott-bell,,
Monica Manolache,Romania,1990-08-09,1959,monica-manolache,,
Ross Jones,Wales,1990-08-17,516,ross-jones,,
Shi Hanqing,China,1990-08-19,508,shi-hanqing,,
Ryan Causton,England,1990-08-28,235,ryan-causton,,
Li Hang,China,1990-10-04,295,li-hang,,
Ben Jones,Wales,1990-10-26,920,ben-jones,,
Cao Yupeng,China,1990-10-27,507,cao-yupeng,,
Ng On Yee,Hong Kong,1990-11-17,1485,ng-on-yee,,
Ehsan Heydari Nezhad,Iran,1990-11-19,1189,ehsan-heydarinezhad,,
Liam Highfield,England,1990-12-01,45,liam-highfield,,
Heidi De Gruchy,England,1990-12-03,2144,,,
Ilia Chisleacov,Moldova,1990-12-29,4045,ilia-chisleacov,,
Lyu Chenwei,China,1991-01-16,510,lyu-chenwei,,
Ali Jalil Ali,Iraq,1991-01-19,4209,ali-jalil-ali,,
Carl Bennett,Wales,1991-01-26,2855,carl-bennett,,
Farakh Ajaib,Pakistan,1991-02-03,163,farakh-ajaib,,
Anthony McGill,Scotland,1991-02-05,22,anthony-mcgill,,
John Pritchett,England,1991-03-10,2360,,,
Victor Sarkis,Brazil,1991-03-18,2956,victor-sarkis,,
Carl Mottershaw,England,1991-04-25,2771,carl-mottershaw,,
James Silverwood,England,1991-04-30,147,james-silverwood,,
Damian Wilks,England,1991-05-14,142,damian-wilks,,
Sam Thistlewhite,England,1991-05-14,80,sam-thistlewhite,,
Amir Sarkhosh,Iran,1991-05-30,1350,amir-sarkhosh,,
Jack Lisowski,England,1991-06-25,85,jack-lisowski,,
Michael White,Wales,1991-07-05,171,michael-white,,
Thomas Peasland,England,1991-07-06,3112,thomas-peasland,,
Anthony Jeffers,England,1991-07-14,1559,anthony-jeffers,,
Ma Tingpeng,China,1991-07-27,952,ma-tingpeng,,
Jack Bradford,Wales,1991-07-30,613,jack-bradford,,
Sheldon O'Connor,England,1991-08-17,3133,sheldon-oconnor,,
Ben Pacan,England,1991-08-19,3119,ben-pacan,,
Luke Maddison,England,1991-09-05,2765,luke-maddison,,
Aaron Busuttil,Malta,1991-09-05,1018,aaron-busuttil,,
Himanshu Jain,India,1991-09-06,2341,himanshu-jain,,
Faggane El Mehdi,Morocco,1991-09-21,2700,el-mehdi-faggane,,
Zak Surety,England,1991-10-04,89,zak-surety,,
Asjad Iqbal,Pakistan,1991-11-15,1935,asjad-iqbal,,
Rees Carter,England,1991-11-17,739,rees-carter,,
James Kirk,Guernsey,1991-11-25,3120,james-kirk,,
Kurt Dunham,Australia,1991-12-06,2064,kurt-dunham,,
Mitchell Travis,England,1991-12-08,132,mitchell-travis,,
Kyle Holland,England,1991-12-10,3060,kyle-holland,,
Laxman Rawat,India,1991-12-17,1351,laxman-rawat,,
Kyren Wilson,England,1991-12-23,39,kyren-wilson,,
Zhang Anda,China,1991-12-25,81,zhang-anda,,
Adam Brown,England,1991-12-26,2197,,,
Mitchell Mann,England,1991-12-26,49,mitchell-mann,,
Corina Maracine,Romania,1991-12-28,1572,corina-maracine,,
Daniel Womersley,England,1992-01-26,2010,daniel-womersley,,
Fong Mei Mei,Hong Kong,1992-01-28,2293,,,
Daniel Webb,England,1992-01-29,3110,daniel-webb,,
Joshua Saywell,England,1992-02-18,2362,,,
Chris Wakelin,England,1992-03-16,1044,chris-wakelin,,
Paddy Brady,Ireland,1992-03-27,3057,,,
Fabian Monnin,France,1992-04-30,2266,,,
Eden Sharav,Israel,1992-04-30,620,eden-sharav,,
Abdullah Alotayyani,Saudi Arabia,1992-05-11,4408,abdullah-alotayyani,,
Kishan Hirani,Wales,1992-06-02,412,kishan-hirani,,
Amee Kamani,India,1992-06-03,2172,amee-kamani,,
Jason Tart,England,1992-06-04,540,jason-tart,,
Nigel Clarke,England,1992-06-27,2902,,,
Khaled Al Kamali,United Arab Emirates,1992-07-05,1794,khalid-al-kamali,,
Billy Castle,England,1992-07-14,616,billy-joe-castle,,
Noppon Saengkham,Thailand,1992-07-15,208,noppon-saengkham,,
Christopher Keogan,England,1992-08-01,416,christopher-keogan,,
Jake Nicholson,England,1992-08-13,138,jake-nicholson,,
Michael Williams,England,1992-08-27,1322,michael-williams,,
Jack Culligan,England,1992-09-04,139,jack-culligan,,
Callum Downing,England,1992-09-05,159,callum-downing,,
Simon Blackwell,England,1992-09-08,2049,simon-blackwell,,
Li Yan,China,1992-09-17,296,li-yan,,
Ryan Clark,England,1992-09-22,145,ryan-clark,,
Phil O'Kane,England,1992-09-25,550,phil-okane,,
Edward Warr,England,1992-10-01,3132,edward-warr,,
Louis Wakelin,England,1992-10-23,2254,,,
Heikki Niva,Finland,1992-11-10,2188,,,
Wu Shengguang,China,1992-12-25,1705,wu-shengguang,,
Aleksandr Vlassov,Estonia,1992-12-27,4039,aleksandr-vlassov,,
Kengo Suzuki,Japan,1993-01-06,2494,,,
Conor McCormack,Northern Ireland,1993-01-27,1593,conor-mccormack,,
Michael Leslie,Scotland,1993-01-28,528,michael-leslie,,
Saqib Nasir,England,1993-02-10,522,saqib-nasir,,
Andrew Smith,England,1993-02-14,2351,,,
Ahmad Abul,Kuwait,1993-02-19,4220,ahmad-abul,,
Chen Zhe,China,1993-02-28,133,chen-zhe,,
Ali Al Obaidly,Qatar,1993-03-02,2958,ali-al-obaidly,,
Ali Al Obaidly,Qatar,1993-03-02,157,ali-al-obaidly,,
Adem Gerwash,Libya,1993-03-04,4322,adem-gerwash,,
Declan Brennan,Northern Ireland,1993-03-04,768,declan-brennan,,
Kurtis Weaver,England,1993-03-25,1306,kurtis-weaver,,
Robin Otto,Germany,1993-04-02,1752,robin-otto,,
Fang Xiongman,China,1993-04-09,1114,fang-xiongman,,
John Fearick,England,1993-04-14,2155,,,
Duane Jones,Wales,1993-04-30,448,duane-jones,,
Constantin Mateescu,Romania,1993-05-04,2338,,,
Daniel Devlin,England,1993-05-07,2086,daniel-devlin,,
Manuel Ederer,Germany,1993-05-16,3125,manuel-ederer,,
Andreas Ploner,Austria,1993-05-18,633,andreas-ploner,,
Tom Maxfield,England,1993-06-19,726,tom-maxfield,,
Hammad Miah,England,1993-07-06,593,hammad-miah,,
Adam Edge,England,1993-07-13,1041,adam-edge,,
Jak Jones,Wales,1993-07-29,90,jak-jones,,
Jake Keen,England,1993-09-13,1489,jake-keen,,
Jeremiah Connors,Wales,1993-09-19,2205,jeremiah-connors,,
Sahil Nayyar,Canada,1993-09-29,3832,sahil-nayyar,,
Besar Spahiu,Albania,1993-10-22,3860,besar-spahiu,,
Hamza Akbar,Pakistan,1993-11-12,1762,hamza-akbar,,
Ali Gharahgozlou,Iran,1993-11-23,4031,ali-gharaghouzlo,,
Ali Gharahgozlou,Iran,1993-11-23,4329,ali-gharaghouzlo,,
Waratthanun Sukritthanes,Thailand,1993-12-05,2182,waratthanun-sukritthanes,,
Thanawat Tirapongpaiboon,Thailand,1993-12-14,216,thanawat-thirapongpaiboon,,
Sam Craigie,England,1993-12-29,109,sam-craigie,,
Lu Ning,China,1994-01-01,908,lu-ning,,
Julien Leifert,Germany,1994-01-15,3123,julien-leifert,,
Sanderson Lam,England,1994-01-28,621,sanderson-lam,,
Ben Robinson,England,1994-02-04,2036,ben-robinson,,
Lin Shuai,China,1994-03-04,941,lin-shuai,,
Joel Walker,England,1994-03-16,169,joel-walker,,
Scott Donaldson,Scotland,1994-03-19,894,scott-donaldson,,
Adam Stefanow,Poland,1994-03-22,104,adam-stefanow,,
Amine Amiri,Morocco,1994-03-30,2582,amine-amiri,,
Felix Frede,Germany,1994-04-08,1030,felix-frede,,
Sean O'Sullivan,England,1994-04-29,552,sean-osullivan,,
Luke Garland,England,1994-05-25,1303,luke-garland,,
Niu Zhuang,China,1994-06-26,1101,niu-zhuang,,
Jay Bullen,England,1994-07-20,914,jay-bullen,,
Shachar Ruberg,Israel,1994-07-22,973,shachar-ruberg,,
Elliot Slessor,England,1994-08-04,608,elliot-slessor,,
Narantuya Bayarsaikhan,Mongolia,1994-08-14,3088,,,
Rhys Clark,Scotland,1994-08-17,917,rhys-clark,,
Oliver Brown,England,1994-08-18,146,oliver-brown,,
Ashley Hugill,England,1994-09-28,1323,ashley-hugill,,
Ryan Thomerson,Australia,1994-10-01,741,ryan-thomerson,,
Jamie Clarke,Wales,1994-10-05,106,jamie-clarke,,
Hossein Vafaei,Iran,1994-10-14,666,hossein-vafaei-ayouri,,
Hossein Vafaei,Iran,1994-10-15,666,hossein-vafaei,,
Shubham Arora,India,1994-10-27,2486,,,
Chan Chi Chun,Hong Kong,1994-12-06,4701,chi-chun-chan,,
Callum Lloyd,Wales,1995-01-06,160,callum-lloyd,,
Clayton Humphries,England,1995-01-13,1627,clayton-humphries,,
Ronnie Kralj,England,1995-02-09,980,ronnie-kralj,,
Dylan Mitchell,England,1995-02-25,1123,dylan-mitchell,,
John Foster,England,1995-03-04,2047,john-foster,,
Luca Brecel,Belgium,1995-03-08,101,luca-brecel,,
Siyavosh Mozayani,Iran,1995-03-23,1538,siyavosh-mozayani,,
George Pragnell,England,1995-03-28,733,george-pragnall,,
Yurii Semko,Ukraine,1995-03-28,4105,yurii-semko,,
Harvey Chandler,England,1995-04-19,982,harvey-chandler,,
Aarash Ijaz,Pakistan,1995-04-27,4161,,,
Denys Khmelevskyi,Ukraine,1995-04-29,2784,,,
Lim Kok Leong,Malaysia,1995-05-17,2911,lim-kok-leong,,
Alex Millington,England,1995-05-25,2345,,,
Alexis Callewaert,France,1995-06-08,850,alexis-callewaert,,
Jai Platts,England,1995-06-10,4157,jai-platts,,
Oliver Lines,England,1995-06-16,592,oliver-lines,,
Josh Boileau,Ireland,1995-07-02,762,josh-boileau,,
Ashley Carty,England,1995-07-17,724,ashley-carty,,
Zhang Yong,China,1995-07-21,947,zhang-yong,,
Owais Ali,England,1995-08-13,1724,owais-ali,,
Huang Jiahao,China,1995-08-17,1149,huang-jiahao,,
Sunny Akani,Thailand,1995-09-10,1763,akani-songsermsawad,,
Chen Zifan,China,1995-09-17,933,chen-zifan,,
Boonyarit Keattikun,Thailand,1995-10-05,1578,boonyarit-keattikun,,
Ross Muir,Scotland,1995-10-06,898,ross-muir,,
Jack Smithers,England,1995-10-13,2053,jack-smithers,,
Lee Daegyu,South Korea,1995-10-17,1886,daegyu-lee,,
Jamie Jones (1995),England,1995-10-25,2787,,,
Andrei Orzan,Romania,1995-10-28,1867,andrei-orzan,,
