full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Kevin Uzzell,England,,797,kevin-uzzell,,
Steve Newbury,Wales,,795,steve-newbury,,
Ray Whelan,Ireland,,792,ray-whelan,,
Connell Doherty,Ireland,,791,connell-doherty,,
Kevin O'Leary,Ireland,,790,kevin-oleary,,
Brian Milne,Northern Ireland,,789,brian-milne,,
Chris Hannigan,Ireland,,788,chris-hannigan,,
Stephen Byrne,Ireland,,787,stephen-byrne,,
Benny O'Brien,Ireland,,786,benny-obrien,,
Jonathan Williams,England,,785,jonathan-williams,,
Karl Busteed,Ireland,,783,karl-busteed,,
Derry O'Sullivan,Ireland,,782,derry-osullivan,,
Aiden O'Sullivan,Ireland,,781,aiden-osullivan,,
J.P. Kelly,Ireland,,780,j-p-kelly,,
Sean McMonagle,Ireland,,779,sean-mcmonagle,,
Nicky Ryan,Ireland,,778,nicky-ryan,,
Robert Murphy,Ireland,,777,robert-murphy,,
Frank Sarsfield,Ireland,,776,frank-sarsfield,,
Robbie Walker,Ireland,,775,robbie-walker,,
Kieran McMahon,Northern Ireland,,774,kieran-mcmahon,,
Paul Currie,Northern Ireland,,773,paul-currie,,
Paul Ennis,Ireland,,772,paul-ennis,,
Anthony O'Connor,Ireland,,771,anthony-oconnor,,
Ryan Cronin,Ireland,,770,ryan-cronin,,
snooker.org,,,769,,,
Anthony Cronin,Ireland,,767,anthony-cronin,,
Karl Fitzpatrick,Ireland,,766,karl-fitzpatrick,,
Michael Mullen,Ireland,,765,michael-mullen,,
Thomas Dowling,Ireland,,764,tj-dowling,,
Clinton Franey,Ireland,,763,clinton-franey,,
Mark Tuite,Ireland,,761,mark-tuite,,
Daniel Dempsey,Ireland,,760,daniel-dempsey,,
Jonathan Nelson,Northern Ireland,,759,jonathan-nelson,,
Derek O'Neill,Ireland,,758,derek-oneill,,
David Cassidy,Ireland,,757,david-cassidy,,
Keith Sheldreck,Ireland,,756,keith-sheldrick,,
Daniel Kirby,Ireland,,755,daniel-kirby,,
Gary Crawford,Northern Ireland,,754,gary-crawford,,
Gerard McAuley,Northern Ireland,,753,gerard-mcauley,,
Paddy Murphy,Ireland,,752,paddy-murphy,,
Ray Power,Ireland,,751,ray-power,,
Philip Browne,Ireland,,750,philip-browne,,
Donal Foran,Ireland,,749,donal-foran,,
Patrick O'Rourke,Ireland,,748,patrick-orourke,,
